67108864,I_Unclassified_None,N/A
67108865,I_Unclassified_Max,N/A
68157440,I_Normal_0000,Throwing Kunai
68157441,I_Normal_0001,<COLOR FF0000>#Rejected#</COLOR> I_0001_Name
68157442,I_Normal_0002,Barrel Bomb
68157443,I_Normal_0003,Large Barrel Bomb
68157444,I_Normal_0004,Shock Trap
68157445,I_Normal_0005,Max Potion
68157446,I_Normal_0006,Potion
68157447,I_Normal_0007,Mega Potion
68157448,I_Normal_0008,Well-done Steak
68157449,I_Normal_0009,Lifepowder
68157450,I_Normal_0010,Whetstone
68157451,I_Normal_0011,<COLOR FF0000>#Rejected#</COLOR> I_0011_Name
68157452,I_Normal_0012,<COLOR FF0000>#Rejected#</COLOR> I_0012_Name
68157453,I_Normal_0013,Antidote
68157454,I_Normal_0014,Cleanser
68157455,I_Normal_0015,Deodorant
68157456,I_Normal_0016,<COLOR FF0000>#Rejected#</COLOR> I_0016_Name
68157457,I_Normal_0017,<COLOR FF0000>#Rejected#</COLOR> I_0017_Name
68157458,I_Normal_0018,BBQ Spit
68157459,I_Normal_0019,<COLOR FF0000>#Rejected#</COLOR> I_0019_Name
68157460,I_Normal_0020,<COLOR FF0000>#Rejected#</COLOR> I_0020_Name
68157461,I_Normal_0021,<COLOR FF0000>#Rejected#</COLOR> I_0021_Name
68157462,I_Normal_0022,<COLOR FF0000>#Rejected#</COLOR> I_0022_Name
68157463,I_Normal_0023,Empty Phial
68157464,I_Normal_0024,Small Barrel
68157465,I_Normal_0025,Large Barrel
68157466,I_Normal_0026,Trap Tool
68157467,I_Normal_0027,Powercharm
68157468,I_Normal_0028,Armorcharm
68157469,I_Normal_0029,Normal Ammo 1
68157470,I_Normal_0030,Normal Ammo 2
68157471,I_Normal_0031,Normal Ammo 3
68157472,I_Normal_0032,Pierce Ammo 1
68157473,I_Normal_0033,Pierce Ammo 2
68157474,I_Normal_0034,Pierce Ammo 3
68157475,I_Normal_0035,Spread Ammo 1
68157476,I_Normal_0036,Spread Ammo 2
68157477,I_Normal_0037,Spread Ammo 3
68157478,I_Normal_0038,Sticky Ammo 1
68157479,I_Normal_0039,Sticky Ammo 2
68157480,I_Normal_0040,Cluster Bomb 1
68157481,I_Normal_0041,Cluster Bomb 2
68157482,I_Normal_0042,Poison Ammo 1
68157483,I_Normal_0043,Poison Ammo 2
68157484,I_Normal_0044,Paralysis Ammo 1
68157485,I_Normal_0045,Paralysis Ammo 2
68157486,I_Normal_0046,Sleep Ammo 1
68157487,I_Normal_0047,Sleep Ammo 2
68157488,I_Normal_0048,Exhaust Ammo 1
68157489,I_Normal_0049,Exhaust Ammo 2
68157490,I_Normal_0050,Recover Ammo 1
68157491,I_Normal_0051,Flaming Ammo
68157492,I_Normal_0052,Water Ammo
68157493,I_Normal_0053,Thunder Ammo
68157494,I_Normal_0054,Freeze Ammo
68157495,I_Normal_0055,Slicing Ammo
68157496,I_Normal_0056,Wyvern Ammo
68157497,I_Normal_0057,Tranq Ammo
68157498,I_Normal_0058,Power Coating
68157499,I_Normal_0059,<COLOR FF0000>#Rejected#</COLOR> I_0059_Name
68157500,I_Normal_0060,Poison Coating
68157501,I_Normal_0061,Para Coating
68157502,I_Normal_0062,Sleep Coating
68157503,I_Normal_0063,Blast Coating
68157504,I_Normal_0064,Close-range Coating
68157505,I_Normal_0065,Exhaust Coating
68157506,I_Normal_0066,<COLOR FF0000>#Rejected#</COLOR> I_0066_Name
68157507,I_Normal_0067,<COLOR FF0000>#Rejected#</COLOR> I_0067_Name
68157508,I_Normal_0068,<COLOR FF0000>#Rejected#</COLOR> I_0068_Name
68157509,I_Normal_0069,<COLOR FF0000>#Rejected#</COLOR> I_0069_Name
68157510,I_Normal_0070,<COLOR FF0000>#Rejected#</COLOR> I_0070_Name
68157511,I_Normal_0071,<COLOR FF0000>#Rejected#</COLOR> I_0071_Name
68157512,I_Normal_0072,<COLOR FF0000>#Rejected#</COLOR> I_0072_Name
68157513,I_Normal_0073,<COLOR FF0000>#Rejected#</COLOR> I_0073_Name
68157514,I_Normal_0074,<COLOR FF0000>#Rejected#</COLOR> I_0074_Name
68157515,I_Normal_0075,<COLOR FF0000>#Rejected#</COLOR> I_0075_Name
68157516,I_Normal_0076,<COLOR FF0000>#Rejected#</COLOR> I_0076_Name
68157517,I_Normal_0077,<COLOR FF0000>#Rejected#</COLOR> I_0077_Name
68157518,I_Normal_0078,<COLOR FF0000>#Rejected#</COLOR> I_0078_Name
68157519,I_Normal_0079,<COLOR FF0000>#Rejected#</COLOR> I_0079_Name
68157520,I_Normal_0080,<COLOR FF0000>#Rejected#</COLOR> I_0080_Name
68157521,I_Normal_0081,<COLOR FF0000>#Rejected#</COLOR> I_0081_Name
68157522,I_Normal_0082,<COLOR FF0000>#Rejected#</COLOR> I_0082_Name
68157523,I_Normal_0083,<COLOR FF0000>#Rejected#</COLOR> I_0083_Name
68157524,I_Normal_0084,<COLOR FF0000>#Rejected#</COLOR> I_0084_Name
68157525,I_Normal_0085,<COLOR FF0000>#Rejected#</COLOR> I_0085_Name
68157526,I_Normal_0086,<COLOR FF0000>#Rejected#</COLOR> I_0086_Name
68157527,I_Normal_0087,<COLOR FF0000>#Rejected#</COLOR> I_0087_Name
68157528,I_Normal_0088,<COLOR FF0000>#Rejected#</COLOR> I_0088_Name
68157529,I_Normal_0089,<COLOR FF0000>#Rejected#</COLOR> I_0089_Name
68157530,I_Normal_0090,<COLOR FF0000>#Rejected#</COLOR> I_0090_Name
68157531,I_Normal_0091,Lottery Ticket
68157532,I_Normal_0092,Rathian Scale
68157533,I_Normal_0093,Rathian Shell
68157534,I_Normal_0094,Rathian Webbing
68157535,I_Normal_0095,Rathian Spike
68157536,I_Normal_0096,Rathian Plate
68157537,I_Normal_0097,Rathalos Scale
68157538,I_Normal_0098,Rathalos Shell
68157539,I_Normal_0099,Rathalos Webbing
68157540,I_Normal_0100,Rathalos Plate
68157541,I_Normal_0101,Rath Marrow
68157542,I_Normal_0102,Flame Sac
68157543,I_Normal_0103,Zinogre Shell
68157544,I_Normal_0104,Zinogre Shockfur
68157545,I_Normal_0105,Zinogre Claw
